text;category;label
Milka Pieguski Choco Cookie Nut Ciasteczka z kawałkami czekolady mlecznej i orzechami 135 g;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Makaron 4 jajeczny kolanka 500 g;Makarony i produkty makaronowe;01.1.1.6
Ptasie mleczko cytrynowe ;Wyroby cukiernicze;01.1.8.4
HiPP - Deser jabłko, mango i twarożek;Żywność dla dzieci;01.1.9.3
NaTurek Nasz Puszysty ze szczypiorkiem Serek twarogowy 140 g;Sery i twarogi;01.1.4.5
Sum afrykański filet;Ryby świeże lub chłodzone;01.1.3.1
Oreo - Lodowa kanapka;Lody;01.1.8.5
Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana niskonasycona 2 l;Wody mineralne lub źródlane;01.2.2.1
Planton - Vege alternatywa dla jogurtu kokos-ananas-mangoÂ jogurtowych ananas-mango;Pozostałe produkty mleczne;01.1.4.6
Prażynki ziemniaczane solone przysnacki ;Chipsy;01.1.7.5
Tesco Szproty wędzone w oleju słonecznikowym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
seler;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Rodzynki sułtanki bez konserwantów ;Owoce suszone i orzechy;01.1.6.3
pigwa;Owoce świeże lub chłodzone;01.1.6.1
Pasztet Profi drobiowy firmowy ;Pozostałe przetwory mięsne;01.1.2.8
Vitax Zioła Koper włoski Herbatka ziołowa 30 g (20 torebek);Herbata;01.2.1.2
Kapusta młoda;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
łopatka barania z kością;Mięso baranie i kozie;01.1.2.3
KotĂˇnyi Pieprz czarny ziarnisty 20 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Delecta - Galaretka wiśniowa;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Tesco Finest Morbier pełnotłusty ser 200 g;Sery i twarogi;01.1.4.5
mięso baranie mielone mrożone kg - produkt polski;Mięso baranie i kozie;01.1.2.3
Tesco Pasztet wieprzowy z wątróbką 100 g;Pozostałe przetwory mięsne;01.1.2.8
sałata radicchio;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Winiary - Rosół z makaronem;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Tesco Bułeczki zawijane z kremem i rodzynkami nasączonymi rumem 270 g (6 sztuk);Pozostałe wyroby piekarskie;01.1.1.4
Pieczarki - 250 g;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Dynia - na zupę - tacka;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Symbio Smoothie jabłko-kiwi-banan-spirulina ekologiczne 200 ml;Przetwory owocowe;01.1.6.4
Dilmah Earl Grey Klasyczna czarna herbata z aromatem bergamoty 200 g (100 x 2 g);Herbata;01.2.1.2
Valio Masło niesolone 200 g;Masło;01.1.5.1
Tesco Masło ekstra 200 g;Masło;01.1.5.1
Rurki waflowe w czekoladzie Piotr i Paweł advocat ;Pozostałe wyroby piekarskie;01.1.1.4
Powerade Vitamin & Mineral Napój niegazowany 500 ml;Napoje orzeźwiające;01.2.2.2
Auchan - Roszponka;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
dynia piżmowa;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Petitki Biszkopty 120 g;Pozostałe wyroby piekarskie;01.1.1.4
Marchew Rolnik z groszkiem i kukurydzą;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Podravka - Pomidory krojone z bazylią i oregano;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Melon kantalupa 1 szt;Owoce świeże lub chłodzone;01.1.6.1
Irving Herbata czarna cytrusowa z imbirem 30 g (20 torebek);Herbata;01.2.1.2
Tarczyn - Sok jabłkowy 100% z zagęszczonego soku jabłkowego;Soki owocowe i warzywne;01.2.2.3
Kakao ziarno całe surowe;Kakao i czekolada w proszku;01.2.1.3
Chleb Mestemacher cztero - zbożowy;Pieczywo;01.1.1.3
Łowicz Kaszotto z cebulą i suszonymi podgrzybkami 250 g;Mąka i pozostałe zboża;01.1.1.2
Uzdrowisko Wysowa - Woda Henryk lecznicza;Wody mineralne lub źródlane;01.2.2.1
NicNac's Orzeszki ziemne w chrupiącej panierce prażone 125 g;Przetwory owocowe;01.1.6.4
Mokate cappuccino waniliowe;Kawa;01.2.1.1
Tesco Switzerland Swiss Ser twardy 250 g;Sery i twarogi;01.1.4.5
Tesco Koreczki śledziowe w oleju 200 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Hit - Herbatniki markizy o smaku waniliowym;Pozostałe wyroby piekarskie;01.1.1.4
Bakoma - Bio jogurt truskawka;Jogurt;01.1.4.4
Danone Biszkoptowy Jogurt 120 g;Jogurt;01.1.4.4
Nestle - Płatki Fitness chocolat;Płatki śniadaniowe;01.1.1.7
Dania Babci Zosi - Zupa z soczewicy z suszonych warzyw;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Hortex Zupa królewska 450 g;Gotowe dania;01.1.9.4
Cheetos Chrupki kukurydziane o smaku serowo-ketchupowym 145 g;Chipsy;01.1.7.5
Tesco Lody kakaowe w polewie kakaowej 60 ml;Lody;01.1.8.5
Tabletki musujące calcium 300mg z witaminą c 80mg ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kryniczanka Naturalna woda mineralna wysokonasycona CO2 1,5 l;Wody mineralne lub źródlane;01.2.2.1
E. Wedel - Czekolada z nadzieniem malinowym;Czekolada;01.1.8.3
Lay's Chipsy ziemniaczane solone 240 g;Chipsy;01.1.7.5
Tymbark Nektar banan 1 l;Soki owocowe i warzywne;01.2.2.3
Mleko czekoladowe ;Pozostałe produkty mleczne;01.1.4.6
Fix Blue Dragon kurczak w sosie czosnkowo-imbirowym ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Auchan - Kawa mielona z Ameryki Południowej;Kawa;01.2.1.1
Breyers Delights Creamy Chocolate Lody 500 ml;Lody;01.1.8.5
Udziec z jelenia bez kości;Pozostałe mięsa;01.1.2.5
Radix - Mąka z amarantusa;Mąka i pozostałe zboża;01.1.1.2
Łaciate - Mleko świeże 2%;Mleko świeże niskotłuszczowe;01.1.4.2
Makaron De Cecco muszle duże;Makarony i produkty makaronowe;01.1.1.6
Len brązowy Bio Planet;Owoce suszone i orzechy;01.1.6.3
Sos tatarski Develey ;Sosy, przyprawy;01.1.9.1
Lipton - Herbata Yellow Label liściasta;Herbata;01.2.1.2
Herbata Zielnik Polski Melisa 20*2g;Herbata;01.2.1.2
Borges Eco Natura Organic Oliwa z oliwek najwyższej jakości z pierwszego tłoczenia 500 ml;Oliwa z oliwek;01.1.5.3
Benecol Classic Tłuszcz do smarowania z dodatkiem stanoli roślinnych 225 g;Margaryna i inne tłuszcze roślinne;01.1.5.2
Zioła świeże - Kolendra doniczka;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Auchan - Colombia kawa palona ziarnista 100% arabica.;Kawa;01.2.1.1
Dr. Oetker Ze świata natury Cukier brzozowy 200 g;Cukier;01.1.8.1
GRAAL Szprot w sosie pomidorowym 170 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Cytryna - niepryskana;Owoce świeże lub chłodzone;01.1.6.1
Oliwa z oliwek Extra Virgin La Pedriza;Oliwa z oliwek;01.1.5.3
Smalec kaczy;Pozostałe tłuszcze zwierzęce;01.1.5.5
Irving Herbata zielona ananasowa 30 g (20 torebek);Herbata;01.2.1.2
Warzywa na patelnie z koperkiem Hortex ;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Myfood Owoce morza Kalmary pierścienie panierowane 500 g;Owoce morza mrożone;01.1.3.4
Herbata Ahmad Tea Peach & Passion Fruit ;Herbata;01.2.1.2
Na Turek - Ser kozi do smarowania;Sery i twarogi;01.1.4.5
Musztarda Kielecka sarepska 190 g;Sosy, przyprawy;01.1.9.1
Van Houten Passion 33% czekolada deserowa do picia na gorąco 750g;Kakao i czekolada w proszku;01.2.1.3
Look Food - Sok z owoców czarnego bzu 100%;Soki owocowe i warzywne;01.2.2.3
Tesco Finest Orzo Makaron z semoliny pszenicy durum 500 g;Makarony i produkty makaronowe;01.1.1.6
Tesco Kukurydza słodka 170 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Drobex Szynka delikatesowa z kurcząt 97%;Wędliny;01.1.2.7
Tesco Kalafior 450 g;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Auchan - Naturalna woda mineralna niegazowana;Wody mineralne lub źródlane;01.2.2.1
Proste Historie Owoce na kompot domowy 450 g;Owoce mrożone;01.1.6.2
Makaron Melissa Primo Gusto Bucatini no.5;Makarony i produkty makaronowe;01.1.1.6
Ślimak z cynamonem 80 g;Pozostałe wyroby piekarskie;01.1.1.4
Provitus Chrzan śmietankowy 170 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Napój super smoothie jabłko-pomarańcza acerola odporność ;Napoje orzeźwiające;01.2.2.2
Tchibo - Privat Kaffe Guatemala Grande 100% Arabika;Kawa;01.2.1.1
Mięso z małż św. Jakuba;Owoce morza świeże lub chłodzone;01.1.3.3
Nektar Hortex czarne porzeczki pet ;Soki owocowe i warzywne;01.2.2.3
Jogurt bio truskawka ;Jogurt;01.1.4.4
Bebilon - Mleko 2 po 6 miesiacu życia;Żywność dla dzieci;01.1.9.3
MROŻONY KARP FILET;Ryby mrożone;01.1.3.2
Łaciate Mleko UHT o smaku truskawkowym 200 ml;Pozostałe produkty mleczne;01.1.4.6
Biofix - Herbata z suszu owocowego z dodatkiem maliny;Herbata;01.2.1.2
Bobovita - Kaszka mleczno-ryżowa z kakao;Żywność dla dzieci;01.1.9.3
Herbata Teekanne green orange ekspresowa ;Herbata;01.2.1.2
Mięso na gulasz z krokodyla;Pozostałe mięsa;01.1.2.5
Tartare - Serek  łososiowa zatoka;Sery i twarogi;01.1.4.5
Tiger Max Energy Drink Gazowany napój energetyzujący 250 ml;Napoje orzeźwiające;01.2.2.2
Tesco Chrupki ziemniaczane solone 50 g;Chipsy;01.1.7.5
Lody Milka Cashew & Caramel ;Lody;01.1.8.5
Kiełbasa wieprzowo-cielęca ;Wędliny;01.1.2.7
Konspol - Żarłaki polędwica z kurczaka bez glutenu;Wędliny;01.1.2.7
Wafle ryżowe ze słonecznikiem ;Pozostałe wyroby piekarskie;01.1.1.4
Bakalland - Mix z ziarnami prażonymi: słonecznik, dynia, pinia;Owoce suszone i orzechy;01.1.6.3
Tesco Orzechy laskowe 100 g;Owoce suszone i orzechy;01.1.6.3
Mleko Nestle junior 2+ ;Żywność dla dzieci;01.1.9.3
koper lokalny rolnik;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Sos Winiary pieczarkowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Halibut tusza;Ryby świeże lub chłodzone;01.1.3.1
Knorr - Sos do pieczeni jasny;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Jabłko Golden Delicious 13 Kg;Owoce świeże lub chłodzone;01.1.6.1
Wafle zbożowo-ryżowe petit ;Pozostałe wyroby piekarskie;01.1.1.4
Makrela w Galarecie ;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Oliwa Goya Light;Oliwa z oliwek;01.1.5.3
Bebiko - Mleko 3 powyżej 1 roku życia;Żywność dla dzieci;01.1.9.3
Carraro Dolci Arabica Kawa palona mielona 250 g;Kawa;01.2.1.1
mięso kozie półtusze;Mięso baranie i kozie;01.1.2.3
Winiary zupa rodzinna grochówka 70 g ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Stek z krokodyla;Pozostałe mięsa;01.1.2.5
Owoce morza Małże jadalne siatka ok. 1 kg;Owoce morza świeże lub chłodzone;01.1.3.3
BackMit - Mak niebieski mielony sterylizowany;Owoce suszone i orzechy;01.1.6.3
Packers Best Tropical Fruit Infusion Herbatka owocowa 40 g (20 torebek);Herbata;01.2.1.2
Astra - Łagodna kawa drobno mielona;Kawa;01.2.1.1
Krewetki koktailowe 200/300 mrożone;Owoce morza mrożone;01.1.3.4
Dr. Oetker - Cukier wanilinowy;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Bifix Herbatka ziołowa ostropest plamisty 40 g (20 x 2 g);Herbata;01.2.1.2
Winiary Kostka mięsna 120 g (12 sztuk);Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Dr. Oetker - Pizza Guseppe Smaki Świata kebab;Pizza i inne półprodukty mączne;01.1.1.5
Auchan - Syrop malinowo żurawinowy;Napoje orzeźwiające;01.2.2.2
Bieluch Serek naturalny 150 g;Sery i twarogi;01.1.4.5
RAMBUTAN ŚWIEŻY PYSZNY ( jak liczi) - 1szt.;Owoce świeże lub chłodzone;01.1.6.1
Kardynałki zabajone karmelowe;Pozostałe wyroby piekarskie;01.1.1.4
Gellwe Kwas cytrynowy 20 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kopytka ;Ziemniaki;01.1.7.4
BRZOSKWINIE ŚWIEŻE BIO;Owoce świeże lub chłodzone;01.1.6.1
Makaron Goliard gniazdka domowe ;Makarony i produkty makaronowe;01.1.1.6
Wawel 70% Cocoa Czekolada gorzka 100 g;Czekolada;01.1.8.3
Napój sojowy Natumi naturalny BIO;Pozostałe produkty mleczne;01.1.4.6
Gorący kubek Knorr kurkowa tymianek ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Nasze domowe - Konfitura z płatków róż;Dżemy, marmolady i miód;01.1.8.2
HiPP - Obiadek marchew z ziemniaczkami i łososiem;Żywność dla dzieci;01.1.9.3
Caffee Mazzini - Dolce Crema kawa mielona;Kawa;01.2.1.1
Lactima Ser topiony w plasterkach z szynką 130 g (8 x 16,25 g);Sery i twarogi;01.1.4.5
FuzeTea Napój o smaku cytrynowym z ekstraktem z zielonej herbaty 500 ml;Napoje orzeźwiające;01.2.2.2
Makaron Mediterran nitka 01;Makarony i produkty makaronowe;01.1.1.6
prosto z sadu karczoch;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Drożdże Dr.Oetker ;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Jabłka - Jonaprince około 5szt/kg;Owoce świeże lub chłodzone;01.1.6.1
Ser żółty Gouda plastry ;Sery i twarogi;01.1.4.5
Krakus - Szynka Konserwowa 455 g;Wędliny;01.1.2.7
tymianek w doniczce;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Eddo ( kolokazja jadalna, włochaty ziemniak ) -1kg;Pozostałe warzywa bulwiaste i przetwory z warzyw bulwiastych;01.1.7.6
Zbyszko - Napój gazowany limonkowy, pasteryzowany.;Napoje orzeźwiające;01.2.2.2
Tesco Strawberry Banana Infusion Herbatka owocowa 30 g (20 torebek);Herbata;01.2.1.2
Pudliszki Sos do ryżu słodko-kwaśny łagodny 500 g;Sosy, przyprawy;01.1.9.1
Danone Activia Jogurt suszona śliwka 195 g;Jogurt;01.1.4.4
Kalafior;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
HiPP - Deser gruszki williamsa;Żywność dla dzieci;01.1.9.3
Bakoma - Serek Bakuś biszkoptowy;Pozostałe produkty mleczne;01.1.4.6
Tesco Crema Kawa rozpuszczalna w proszku 160 g;Kawa;01.2.1.1
Provena - płatki owsiane bezglutenowe;Płatki śniadaniowe;01.1.1.7
Ksylitol Piotr i Paweł;Sztuczne substytuty cukru;01.1.8.6
Smalec bekonowy Agro-Top 200g;Pozostałe tłuszcze zwierzęce;01.1.5.5
Profi Wielkopolski Pasztet firmowy z drobiem 50 g;Pozostałe przetwory mięsne;01.1.2.8
Drewniana skrzynka Kiwi Gold i Marakuja;Owoce świeże lub chłodzone;01.1.6.1
Biszkopty Milka Jaffa pomarańczowe;Pozostałe wyroby piekarskie;01.1.1.4
Tesco Sok 100% jabłkowy z zagęszczonego soku 1 l;Soki owocowe i warzywne;01.2.2.3
Kimbo - Espresso Napoletano kawa ziarnista;Kawa;01.2.1.1
Olza Prince Polo Classic Kruchy wafelek z kremem kakaowym oblany czekoladą 17,5 g;Pozostałe wyroby piekarskie;01.1.1.4
Knorr Fix świderki z kurczakiem w sosie serowym 45 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Kaminiarz Szynka gotowana 150 g;Wędliny;01.1.2.7
Sys - Kasza gryczana z grzybami Dania babci Zosi;Mąka i pozostałe zboża;01.1.1.2
Parówki z szynki Sokołów ;Wędliny;01.1.2.7
Hortex Włoszczyzna paski 450 g;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Ser rycki edam wędzony ;Sery i twarogi;01.1.4.5
Napój funkcjonalny power water's ;Napoje orzeźwiające;01.2.2.2
Chipsy chipsletten papryka;Chipsy;01.1.7.5
Bakoma Twist Jogurt malinowy 400 g;Jogurt;01.1.4.4
Malina 125 G Portugalia;Owoce świeże lub chłodzone;01.1.6.1
Barilla - Sos Arrabbiata pomidorowy;Sosy, przyprawy;01.1.9.1
Tesco Express Menu! Galareta z wieprzowiną 180 g;Pozostałe przetwory mięsne;01.1.2.8
Śmietana primo 12% ;Pozostałe produkty mleczne;01.1.4.6
Łopatka Bez Kości Barania;Mięso baranie i kozie;01.1.2.3
kurek czerwony filet;Ryby świeże lub chłodzone;01.1.3.1
Kubuś Sok marchew jabłko pomarańcza 900 ml;Soki owocowe i warzywne;01.2.2.3
Ryż Jaśminowy Kupiec ;Ryż;01.1.1.1
Syrop malina z lipą Spiżarnia;Napoje orzeźwiające;01.2.2.2
Ser Corregio tarty President ;Sery i twarogi;01.1.4.5
Duda Pasztetowa firmowa;Pozostałe przetwory mięsne;01.1.2.8
Herbatniki z kremem o smaku kokosowym z białą czekoladą Piotr i Paweł ;Pozostałe wyroby piekarskie;01.1.1.4
Bakoma Bita śmietanka spray 250 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Duda Specialite Kindziuk dojrzewający 75 g;Wędliny;01.1.2.7
Rolnik - Chrzan tarty;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Czekolada mleczna Terravita ;Czekolada;01.1.8.3
Auchan - Napój owsiany;Pozostałe produkty mleczne;01.1.4.6
Gellwe - Kisiel Frugo różowy z kawałkami owoców;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Mniam - Deser gruszka-jabłko Bio od 5 miesiąca;Żywność dla dzieci;01.1.9.3
Rolnik - Kiełki fasoli Mung w zalewie kwaśnej;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Kresto - Ziarno słonecznika łuskany;Owoce suszone i orzechy;01.1.6.3
Mroźna Kraina - smoothie;Owoce mrożone;01.1.6.2
Żurawina suszona ;Owoce suszone i orzechy;01.1.6.3
Melissa Primo Gusto - Sos boloński;Sosy, przyprawy;01.1.9.1
Papryka zielona ;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Statesman Tuńczyk rozdrobniony w wodzie 3 x 185 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Ser camembert z pieprzem ;Sery i twarogi;01.1.4.5
Schar - Herbatniki bezglutenowe;Pozostałe wyroby piekarskie;01.1.1.4
Bulion Winiary leśne grzyby;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Winiary Pomysł na... Soczyste żeberka 28 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Masło kozie trzy czwarte 60% tłuszczu ;Masło;01.1.5.1
Hortex Groszek zielony 450 g;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Syrop Herbapol Owocowa Spiżarnia cytryna ;Napoje orzeźwiające;01.2.2.2
Zając tuszka;Pozostałe mięsa;01.1.2.5
Przyprawa Kamis kuchnia chińska;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
Tesco Marchew młoda;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Rolnik Marchew z groszkiem i kukurydzą 460 g;Warzywa suszone i pozostałe przetwory warzywne;01.1.7.3
Mokate Caffetteria Choco Dream Milky Napój o smaku czekoladowym w proszku 25 g;Kakao i czekolada w proszku;01.2.1.3
Mleko kuchmistrza nie tylko dla baristów 2% uht ;Mleko świeże niskotłuszczowe;01.1.4.2
Tesco Uda z kurczaka;Mięso drobiowe;01.1.2.4
przepiórki mrożone;Pozostałe mięsa;01.1.2.5
i4Sport Napój izotoniczny niegazowany o smaku wieloowocowym 0,7 l;Napoje orzeźwiające;01.2.2.2
Party Snack Paluszki solone 400 g;Pozostałe wyroby piekarskie;01.1.1.4
Hortex Sok 100% jabłko 2 l;Soki owocowe i warzywne;01.2.2.3
Piątnica Twój Smak Serek śmietankowy puszysty ze szczypiorkiem 150 g;Sery i twarogi;01.1.4.5
Grycan Lody tiramisu 900 ml;Lody;01.1.8.5
Legend - Figi suszone;Owoce suszone i orzechy;01.1.6.3
Gellwe Galaretka smak pomarańczowy 75 g;Inne artykuły żywnościowe, gdzie indziej niesklasyfikowane;01.1.9.9
Łowicz Dżem 100% z owoców dereń z acerolą 235 g;Dżemy, marmolady i miód;01.1.8.2
Chipsy crunchips x-cut papryka ;Chipsy;01.1.7.5
Zott Jogobella truskawka-acerola Jogurt 150 g;Jogurt;01.1.4.4
Hortex Fasolka szparagowa żółta 450 g;Warzywa mrożone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.2
Bezy wyborowe ;Pozostałe wyroby piekarskie;01.1.1.4
Donut z nadzieniem o smaku czekoladowym z orzechami Vandemoortele ;Pozostałe wyroby piekarskie;01.1.1.4
Nescafe - Azera espresso kawa rozpuszczalna;Kawa;01.2.1.1
Chałwa Wedel waniliowa;Wyroby cukiernicze;01.1.8.4
Napój Dr Witt Marchew Pomarańcza ;Napoje orzeźwiające;01.2.2.2
pomidor brązowy;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Bakal - orzechy arachidowe smażone solone;Przetwory owocowe;01.1.6.4
Udziec jagnięcy bez kości z biodrówką - produkt mrożony;Mięso baranie i kozie;01.1.2.3
Nestle - Kaszka mlecnzo ryżowa z kakao;Żywność dla dzieci;01.1.9.3
Napój mięta+trawa cytrynowa soti natural ;Napoje orzeźwiające;01.2.2.2
Mlekovita Mleko w proszku 26% 1kg Produkty Polski;Mleko zagęszczone i w proszku;01.1.4.3
papryka zielona;Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste;01.1.7.1
Salceson Wyborowy;Podroby i przetwory podrobowe;01.1.2.6
Makar - Orzechy laskowe;Owoce suszone i orzechy;01.1.6.3
Dallmayr Professional Espresso Grande Kawa ziarnista 1000 g;Kawa;01.2.1.1
Musztarda Kamis Dijon;Sosy, przyprawy;01.1.9.1
Fig bar-cytrynowy ;Wyroby cukiernicze;01.1.8.4
KotĂˇnyi Mieszanka przypraw Garam masala 20 g;Sól, przyprawy korzenne i zioła kulinarne;01.1.9.2
GRAAL Paprykarz szczeciński z dorszem 130 g;Pozostałe przetwory z ryb i owoców morza;01.1.3.6
Sławoj - Miseczki waflowe 8 sztuk;Pozostałe wyroby piekarskie;01.1.1.4
Sokołów Gulasz wojskowy 425 g;Pozostałe przetwory mięsne;01.1.2.8
Sos salsa guacamole case de mexico ;Sosy, przyprawy;01.1.9.1
Activlab Isoactive Napój izotoniczny instant z dodatkiem zielonej herbaty o smaku cytrynowym 31,5 g;Napoje orzeźwiające;01.2.2.2
Dr Zdrowie - Otręby owsiane dietetyczne;Płatki śniadaniowe;01.1.1.7
Coca-Cola zero butelka 1,5l ;Napoje orzeźwiające;01.2.2.2
Praliny Lindt  Lindor Milk Bag ;Czekolada;01.1.8.3
